"utterance"	"word"	"annotation"	"source"	"secondary"	"sentence"	"type"	"ar"	"bg"	"bs"	"cs"	"da"	"de"	"el"	"en"	"es"	"et"	"fi"	"fr"	"he"	"hr"	"hu"	"id"	"it"	"ja"	"nl"	"no"	"pl"	"pt"	"ro"	"ru"	"sl"	"sr"	"sv"	"tr"	"vi"	"zh"
19410	16	"NS"	"agreement"		"norman . i have n't seen you eat anything all day . make sure you get something to eat ."	"thing"	"شيئا"	"нещо"		"něco"	"noget"		"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"		"nekaj"	"nešto"	"nåt"		"cái gì đó"	"西"
19411	4	"NS"	"agreement"		"you best go eat something ."	"thing"		"нещо"	"nešto"	"něco"	"gøre"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nešto"	"valamit"	"nak"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"		"kaj"	"nešto"		"şeyler"	"gì đó"	"东 西"
19434	5	"DN"	"autoDN"		"norman . it was n't nothing , right ?"	"thing"	"شيء"	"фасулска"	"dim"	"nic"	"noget"	"klacks"	"δύσκολο"	"nothing"	"cosa"	"tühiasi"	"helppo"		"קשה"		"egyszerű"	"apa-apa"	"niente"		"niks"	"lett"	"spadła"	"nada"	"nimica"	"пальца обоссать"	"nič"	"pičkin dim"			"vô"	"什 么"
19438	5	"SP"	"agreement"		"i want to show you something ."	"thing"	"شيئا"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"un truc"	"משהו"	"nešto"	"valamit"	"sesuatu"	"una cosa"		"iets"	"noe"	"coś"	"coisa"	"ceva"	"кое-что"	"nekaj"	"nešto"	"sak"	"şey"	"cái"	"东 西"
19523	0	"QU"	"agreement"	"Q2"	"anything ? no , nothing . it 's an aid station . they all dead ."	"thing"	"شيء؟"	"нещо"	"išta"	"něco"	"noget"	"was"	"τίποτα"	"anything"	"algo"	"leidsite midagi"	"oliko mitään"	"alors"	"משהו"	"išta"	"valami"	"sesuatu"	"qualcosa"	"なに"	"iets"	"noe"	"nic"	"alguma coisa"	"ceva"	"есть"	"kaj"		"nåt"	"şey"	"gì"	
19523	4	"DN"	"autoDN"		"anything ? no , nothing . it 's an aid station . they all dead ."	"thing"	"ليس"		"ništa"	"nic"		"nichts"		"nothing"	"nada"	"midagi"	"mitään"	"rien"	"כלום"		"semmi"	"tidak"	"niente"	"も"	"niks"	"ingenting"	"nic"	"nada"	"nimic"	"пустота"	"–nič"	"-ništa"	"nåt"	"hiçbir şey yok"		"没有"
19550	2	"SP"	"agreement"	"PRED"	"you 're something ."	"thing"	"شيء"	"случаен"	"poseban"	"koukám"	"noget"	"einer"	"κάτι"	"something"	"algo"	"ikka"	"kanssa"		"חייב"	"poseban"	"kalappal"	"sesuatu"	"incredibile"	"驚"	"verrast"		"nieźle"	"demais"	"dator"	"даёшь"	"presenečaš"	"poseban"	"kan"	"şeyler"	"ngờ"	"错嘛"
19656	4				"and you will do nothing , because you can do nothing . so get the fuck out of my sight !"	"thing"	"شيء"		"ništa"	"nic"	"noget"	"nichts"	"κάτι"	"nothing"	"nada"	"midagi"	"mitään"	"rien"	"דבר"	"ništa"	"semmit"	"-apa"	"niente"		"niets"	"noe"	"nic"	"nada"	"nimic"	"ничего"	"nič"				"gì"	"nothing"
19716	3	"QU"	"agreement"		"do you need anything for the pain ?"	"thing"	"أيّ"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"τίποτα"	"anything"	"algo"	"midagi"	"tarvitsetko"	"quelque chose"	"משהו"	"nešto"	"valamire"	"sesuatu"	"qualcosa"		"iets"	"noen"	"czegoś"	"alguma coisa"	"ceva"	"обезболивающие"	"kaj"	"nešto"	"nåt"		"giảm"	"anything"
19818	0	"DN"	"agreement"		"anything ?"	"thing"	"شيء؟"	"нещо"	"išta"	"něco"	"noget"		"τίποτα"	"anything"	"¿nada"	"midagi"	"näkyykö mitään"	"alors"	"משהו"	"išta"	"valami"	"sesuatu"	"vedete qualcosa"	"何"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"чтo-тo ecть"	"kaj"		"någonting"	"şey"	"gì"	"有什"
19820	18	"SP"	"agreement"		"they 're inside . how do yöu know ? bats do n't come out during the day . something 's disturbed them ."	"thing"	"شيئا"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"miski"			"משהו"	"nešto"	"valami"	"ada"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"algo"	"ceva"	"чтo-тo"	"nekaj"	"nešto"	"något"	"bir şey"	"gì đó"	"有什"
19832	0	"SP"	"agreement"		"something troubles yöu , what is it ?"	"thing"	"شيء"		"nešto"	"něco"	"der"	"etwas"	"κάτι"	"something"		"miski"			"משהו"	"nešto"	"valami"	"ada"	"qualcosa"	"何 か あ"	"iets"	"noe"	"coś"	"algo"	"ceva"	"чтo-тo"	"kaj"	"nešto"	"något"	"şey"	"gì đó"	"你有"
19836	2	"SP"	"error"		"there is something more ..."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"		"κάτι"	"something"	"algo"	"midagi"	"kertonut"	"chose"	"משהו"	"nešto"	"valami"	"sesuatu"			"iets"	"noe"	"coś"	"alguma"	"ceva"	"этoм"	"nekaj"	"nešto"	"någonting"			"烦恼"
19919	6	"DN"	"agreement"		"did n't the turks teach yöu anything , eh ? i saw yöur blade coming from ..."	"thing"	"شيء"	"нищо"	"ništa"	"nic"	"noget"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"	"mitään"	"rien"	"דבר"	"ništa"	"semmit"		"niente"	"何 も"	"niks"	"noe"	"niczego"	"nada"	"nimic"		"ničesar"	"ništa"	"något"	"şey"	"gì"	"东"
19928	0	"SP"	"agreement"		"something i hoped to never use again . come now ."	"thing"	"شيء"	"нещо"	"nešto"		"noget"	"etwas"	"κάτι"	"something"	"algo"	"miski"	"jotain"	"chose"	"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"		"iets wat"	"noe"	"coś"	"algo"	"ceva"		"nekaj"	"nešto"	"något"		"thứ"	"东西"
20206	11	"DN"	"autoDN"		"why are we going back to the beach if there 's nothing to go back to ? so stay here ."	"thing"	"ليس"	"нищо"	"ništa"	"nic"	"intet"	"nichts"	"τίποτα"	"nothing"	"nada"	"midagi"	"ole mitään"	"rien"	"אין"	"ništa"	"nincs"	"tidak ada"	"niente"	"も 何 も な"	"niets"	"ingenting"		"nada"	"nu"	"ничего"	"ničesar"	"nemamo"	"inget"	"şey"		"没"
20239	10	"CD"	"agreement"		"you wear this ghastly thing ! careful with that ! anything happens to this , i 'm going to be ..."	"thing"	"مكروه"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"anything"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valami"	"sesuatu"		"何"	"iets"	"noe"	"cokolwiek"	"alguma coisa"	"ceva"	"что-то"	"kaj"	"nešto"	"nåt"	"şey"	"gì"	"要是"
20315	12	"DN"	"autoDN"		"me . glen miga . - sir , i did n't see nothing . - and you were at your post all night ? yes . but i did n't see a thing ."	"thing"	"شيئاً"	"нищо"	"ništa"		"ingenting"	"nichts"	"τίποτα"	"nothing"	"nada"	"midagi"	"mitään"	"rien"	"כלום"	"ništa"	"semmit"		"niente"		"niets"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"	"ničesar"	"ništa"	"inget"	"hiçbir şey"	"gì"	
20355	15	"SP"	"agreement"		"that patient , bridget kearne , when she sent me for water , she said something to you back there , did n't she ? no ."	"thing"	"شيئاً"	"нещо"	"nešto"	"něco"	"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"nešto"	"nåt"	"şey"	"gì"	"什么"
20636	2	"QU"	"agreement"		"- is something wrong , dastan ? - no , no . you 're certain ? you know you can trust me , boy ."	"thing"		"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jokin"	"un"	"משהו"	"nešto"	"valami"	"ada"	"qualcosa"	"事"	"iets"	"noe"	"coś"	"algum"	"ceva"	"что-то"	"kaj"	"nešto"	"nåt"		"gì"	"Τ ぐ"
20653	6	"FC"	"agreement"		"in the trance we can find anything , including your nephew , prince dastan ."	"thing"	"أي"	"всичко"	"sve"	"cokoliv"	"alt"	"alles"	"πάντα"	"anything"	"sea"	"ükskõik"	"tahansa"			"sve"	"mindent"	"apapun"	"tutto"	"も"		"alt"	"wszystko"	"tudo"	"orice"	"всё"	"vse"	"sve"	"allt"	"her şeyi"	"bất cứ gì"	
20810	12	"DN"	"autoDN"		"a peacock is defeated by a warrior of black and white . nothing has changed ."	"thing"	"شيء"	"нищо"	"ništa"		"intet"	"nichts"	"δεν"	"nothing"	"nada"	"miski"	"mikään"	"rien"	".דבר"	"ništa"	"semmi"	"tidak ada"	"nulla"	"何 も"	"niets"	"ingen ting"	"nic"	"nada"				"ništa"	"ingenting"	"hiçbir şey"		"都"
20815	1	"NS"	"error"		"maybe something smaller ! no , no ! oh , no , no . cute bunnies , off the face . excuse me ! ok , pardon me !"	"thing"	"شيء"	"нещо"	"nešto"		"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"algo"	"ceva"	"такое"	"nekaj"	"nešto"	"nåt"	"bir şeyler"	"thứ gì"	
20897	1	"SP"	"agreement"		"because something is in it . if we find out what it is , we 'll know what we 're up against ."	"thing"	"شيء"	"нещо"	"nešto"		"der"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nešto"	"valami"	"ada sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"algo"	"ceva"	"что-то"	"–nekaj"	"nešto"	"nåt"	"şey"	"thứ gì đó"	"狥 ﹁"
22953	4	"NS"	"agreement"		"do n't worry . something will turn up ."	"thing"	"شيء"	"нещо"	"nesto"	"něco"	"der"	"irgendwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"			"noe"	"coś"	"alguma coisa"	"ceva"	"что-нибудь"		"nešto"	"nåt"	"bir"	"thứ gì đó"	
20914	7	"DN"	"autoDN"		"what 's going on out here ? nothing . please , dom , just let me have the chip . i can take this to them . they 'll give it to reyes and set things right . get out ."	"thing"	"شيء"	"нищо"	"ništa"		"noget"	"nichts"	"τίποτα"	"nothing"	"nada"	"ei midagi"	"ei mitään"	"rien"	".כלום"		"semmi"	"tak ada"	"niente"		"niks"	"ingen ting"	"nic"	"nada"	"nimic"	"ничего"	"–nič"	"ništa"	"-ingenting"	"hiçbir şey"		
20935	0	"DN"	"agreement"		"something does n't add up . toretto and o'conner ."	"thing"	"شيء"	"нещо"	"nešto"		"noget"	"irgendetwas"	"κάτι"	"something"	"algo"	"miski"	"jokin"	"quelque chose"	".משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"algo"	"ceva"	"что-то"	"nekaj"	"nešto"	"nåt"	"bir terslik"	"gì đó"	"ぐ"
14798	2	"SP"	"agreement"		"i remember something like that ."	"thing"	"شيئاً"	"нещо"	"nešto"		"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"		"משהו"	"nečega"	"valami"	"sesuatu"	"qualcosa"	"見覚え"	"iets"	"noe"	"coś"	"algo"	"ceva"	"что-то"	"nečesa"	"nečeg"	"nåt"	"şey"	"một thứ"	
9871	7	"SP"	"agreement"		"as it will friendship slowly turned into something else ."	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"cosa"	"millekski"		"un"	"למשהו"	"nešto"		"sesuatu"	"qualcos'altro"	"何 か"	"iets"	"noe"	"coś"	"coisa"	"altceva"	"нечто"	"nekaj"	"nešto"	"något"		"một thứ"	
21127	18	"NS"	"agreement"		"guys , there 's a big group coming at you from the south . you have to do something now !"	"thing"	"التصرّف"	"нещо"	"nešto"		"noget"	"unternehmen"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"iets"	"noe"	"coś"	"algo"	"ceva"	"что-то"	"kaj"	"nešto"	"nåt"	"şey"	"gì đó"	"ㄆ"
21691	0	"DN"	"autoDN"		"nothing whatsoever . then you should be paying more attention ."	"thing"	"شيء"	"нищо"	"ništa"		"intet"	"nichts"	"τίποτα"	"nothing"	"nada"	"mitte midagi"	"mitään"	"rien"	".שום דבר"	"nista"	"semmit"	"tak ada"	"niente"		"niets"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"	"nič"	"ništa"	"ingenting"	"hiçbir şey"		"一无"
21694	5	"DN"	"agreement"		"you ca n't tell us anything ?"	"thing"	"شيء"		"ništa"		"sløret"	"nichts"	"τίποτα"	"anything"	"nada"	"mingeid vihjeid"	"mitään"	"rien"	"כלום"	"nista"	"semmit"		"niente"	"何 も"	"niets"	"noe"	"wszystko"	"nada"	"nimic"	"ничего"	"nič"	"ništa"	"någonting"	"hiçbir şey anlatmayacak"	"điều gì"	"么也 不能告"
22295	1	"FC"	"agreement"		"grab anything !"	"thing"	"شيء"	"нещо"	"bilo"	"něčeho"	"helst"		"κάτι"	"anything"	"sea"	"millestki"	"tahansa"	"n'importe"	"דבר"	"bilo"	"valamit"	"apa saja"	"qualsiasi"	"何"	"ook"	"helst"	"cokolwiek"		"orice"	"что-нибудь"	"česarkoli"	"било"	"helst"	"şeye"	"bất cứ gì"	"東西"
6003	17	"DN"	"agreement"		"we keep everything locked in here . feel free to look around . just do n't touch anything ."	"thing"	"شيء"	"нищо"	"ništa"	"ničeho"	"noget"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"		"rien"	"בדבר"	"ništa"	"nyúlj"	"apapun"	"niente"	"も"	"overal"	"noe"	"niczego"	"nada"	"nimic"	"ничего"	"ničesar"	"ništa"	"ingenting"	"şeye"	"bất cứ thứ gì"	""
21760	13	"IN"	"error"		"i 've been asking this one , she does n't seem to know anything ."	"thing"	"شيئاً"	"нищо"	"ništa"		"ingenting"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"	"mitään"	"rien"	"כלום"	"nista"	"semmit"		"nulla"	"も"	"niets"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"	"nič"	"ništa"	"ingenting"	"şey"	"gì cả"	
21777	5	"NS"	"agreement"		"i assumed you 'd choose something more specific than that , but thanks , anyway ."	"thing"	"شيئاً"	"нещо"	"nešto"		"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"			"nesto"	"valami"	"yang"	"qualcosa"	"か"	"iets"	"noe"		"coisa"	"ceva"	"что-нибудь"	"kaj"	"nešto"	"nåt"	"bir şey"	"cái gì đó"	"义"
21968	3	"CD"	"agreement"		"look , if something happens while we 're gone -- we 'll be all right . if anything happens , you get everyone locked in the cells , keep them all safe . - i will . - i know . i know you will ."	"thing"	"خطب"	"нещо"	"nešto"		"der"		"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"algo"	"ceva"	"что-то"	"kaj"	"nešto"	"nåt"	"bir şey"	"chuyện"	
2884	3	"SP"	"agreement"		"i 've missed something , snowy ."	"thing"	"شيءٌ"	"нещо"	"nešto"		"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"		"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"nešto"	"nåt"	"şey"	"cái gì"	
22000	19	"DN"	"agreement"		"handcuffed my man to a roof , forced him to amputate his own hand . i do n't know anything about that ."	"thing"		"нищо"	"ništa"		"intet"	"nichts"	"τίποτα"	"anything"	"nada"	"midagi"		"courant"	"כלום"	"ništa"	"semmit"	"apa-apa"	"niente"	"事"	"niets"	"noe"	"nic"	"nada"	"nimic"	"ничего"	"nič"	"ništa"	"ingenting"	"şeyden"	"gì"	
24132	11	"NS"	"agreement"		"- what then ? - nothing . everybody is interested in something . not me . when i see what desire does to people , what it 's done to this country , i am very glad to have no part in it ."	"thing"	"بشيء"	"нещо"	"nešto"	"něco"		"irgendetwas"	"κάτι"	"something"	"algo"	"miski"	"jokin asia"	"quelque chose"	"במשהו"	"nešto"		"sesuatu"	"qualcosa"		"iets"	"noe"	"czegoś"	"algo"	"ceva"		"kaj"	"нешто"	"nåt"	"şeye"	"thứ gì đó"	"东西"
22137	15	"QU"	"agreement"		"isabelle ! ( thunder rumbling ) ( men chattering ) well ? did you get anything ... - ... out of him ? - no . he would n't spill the beans ."	"thing"	"أي"		"ništa"		"noget"	"was"		"anything"	"algo"	"midagi"	"mitään"		"משהו"	"što"	"mindent"	"sesuatu"	"qualcosa"	"何"	"iets"	"noe"	"coś"	"-alguma coisa"	"ceva"	"что-нибудь"	"kaj"	"nešto"	"något"	"şey"	"gì"	
22210	2	"CD"	"agreement"		"and if something else finds its way down first ?"	"thing"	"شيء"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"miski"	"jotain"	"chose"	"משהו"	"nešto"	"valami"	"makhluk"		"か"	"iets"	"noe"	"coś"	"coisa"	"altceva"	"кто-то"	"kdo"	"nešto"	"något"	"şey"	"thứ gì"	"东西"
22251	0	"DN"	"autoDN"		"nothing , father . ( giants grunting ) it 's good to be back ."	"thing"	"شيء"	"какво"	"ništa"	"nic"	"noget"	"nichts"	"τίποτα"	"nothing"	"nada"	"midagi"	"ei mikään"	"rien"	".כלום"	"ništa"	"nincs semmi"	"tak ada"	"niente"	"別"	"niets"	"ingenting"	"nic"	"nada"	"niciuna"	"ничего"	"nič"	"ništa"	"inget"	"hiç"		"没事"
2199	4	"NS"	"agreement"		"we have to do something ."	"thing"	"شئ"	"нещо"	"preduzeti"		"noget"	"unternehmen"	"κάτι"	"something"	"algo"		"jotakin"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"だけ"	"iets"	"noe"	"coś"	"algo"	"ceva"	"остановить"	"nekaj"		"nåt"	"şeyler"	"gì đó"	"采取"
22371	4	"NS"	"disagreement"		"next time bring me something if you want to work ."	"thing"	".شيئاً"	"нещо"	"nešto"	"něco"			"κα'να"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"		"noe"		"alguma coisa"	"ceva"	"что-нибудь"	"kaj"	"nešto"	"nåt"	"şeyler"	"cái gì đó"	"東西"
20976	3	"CD"	"agreement"		"boss , if something was missing , we 'd know ."	"thing"	"شيء"	"нещо"	"nešto"		"der"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valami"	"sesuatu"	"qualcosa"	"物"	"iets"	"noe"	"czegoś"	"algo"	"ceva"	"чего"	"kaj"	"nešto"	"nåt"	"şey"	"gì"	
22550	2	"SP"	"agreement"		"i heard something !"	"thing"	"شيئاً"	"нещо"	"nešto"	"něco"	"noget"		"κάτι"	"something"	"algo"	"midagi"	"jotain"	"truc"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"wat"	"noe"	"coś"	"coisa"	"ceva"	"что-то"	"nekaj"		"nåt"	"şey"	"gì đó"	
21702	3	"SP"	"agreement"		"i 've missed something , have n't i ? please , sit down . or if you 'd like some tea , i can call the maid . i had some at the palace . i know . clearly ."	"thing"		"нещо"	"nešto"		"noget"	"was"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nesto"		"sesuatu"	"qualcosa"	"物"	"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"nešto"	"nåt"	"şey"	"điều gì đó"	"什"
23145	2	"DN"	"autoDN"		"there 's nothing to fear ."	"thing"			"čega"	"čeho"	"intet"	"nichts"	"τίποτα"	"nothing"	"nada"	"midagi"	"ole"	"rien"	".אין ממה לפחד"		"mitől"	"tiada"	"abbiate"		"niets"	"ingenting"	"czego"	"nada"	"nu"	"нечего"	"ničesar"	"nemate čega"	"inget"	"şey yok"	"gì"	"没什 么"
23242	0	"DN"	"autoDN"		"nothing will stop the march of my empire . your majesty ."	"thing"	"شيء"	"нищо"	"ništa"	"nic"	"intet"	"nichts"	"τίποτα"	"nothing"	"nada"	"miski"	"mikään ei"	"rien"	"שום-דבר"	"ništa"	"semmi"	"tiada"	"niente"		"niets"	"ingenting"	"nic"	"nada"	"nimic nu"	"ничто"	"ničesar"	"ništa"	"ingenting"	"hiçbir şey"	"không gì"	"无"
23592	2	"DN"	"autoDN"		"there 's nothing more horrifying than a miracle ."	"thing"		"нищо"	"ništa"	"nic"	"nothing"	"nichts"	"τίποτα"	"nothing"	"nada"	"pole"		"rien"	"דבר"	"ništa"	"semmi"	"ada"	"niente"	"もの"	"niets"	"ingenting"	"nic"	"nada"	"nimic"	"ничего"	"nič"	"ништа"	"inget"	"şey"	"gì"	"世上"
23739	4	"DN"	"agreement"		"i do n't want anything bad to happen to you , mum ."	"thing"	"أي"		"nešto"	"něco"		"etwas"	"κάτι"	"anything"	"nada"	"midagi"	"mitään"	"quelque chose"	"משהו"	"nešto"	"bármi"	"hal"	"qualcosa"	"こと"	"iets"	"noe"	"coś"	"nada"		"что-то"	"karkoli"	"nešto"	"något"	"şey"	"chuyện"	"什"
23785	6	"SP"	"agreement"		"please help me ! there 's something wrong with my son ."	"thing"		"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jonkin"	"très"	"משהו"	"nešto"	"valami"		"qualcosa"	"大変"	"iets"	"noe"	"coś"	"algo"	"ceva"	"что-то"	"nekaj"	"nešto"	"något"	"bir şey"	"gì đó"	"有什"
20901	6	"SP"	"agreement"		"brian . hm ? i have something i have to tell you . vince : god damn . what a mess !"	"thing"	"شيء"		"nešto"		"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"kerrottavaa"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"una"	"事"	"wat"	"noe"	"coś"		"ceva"	"кое-что"	"nekaj"	"nešto"	"sak"	"şey"	"chuyện"	
23802	12	"NS"	"agreement"		"i 've got the day off tomorrow . maybe we could do something , hmm ?"	"thing"	"شيئا"	"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"jotain"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"	"何 か"	"wat"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"kaj"	"nešto"	"något"	"bir şeyler"	"đó"	"些 事情"
23829	4	"NS"	"agreement"		"i need to eat something ."	"thing"		"нещо"	"nešto"	"něco"	"noget"	"etwas"	"κάτι"	"something"	"algo"	"midagi"	"ruokaa"	"quelque chose"	"משהו"	"nešto"	"valamit"	"sesuatu"	"qualcosa"		"iets"	"noe"	"coś"	"alguma coisa"	"ceva"	"что-то"	"nekaj"	"nešto"	"något"	"şeyler"	"thứ gì đó"	"东 西"
